Date,Zone_ID,TGBT_ID,Armoire_ID,Machine_ID,Product_ID,Demand,Price,Production_Capacity,Inventory_Level,Order_Backlog,Competitor_Price,Raw_Material_Cost,Labor_Cost,Energy_Cost,Machine_Utilization,Energy_Consumption,Maintenance_History,Failure_Rate,Supply_Chain_Risks,Quality_Control,Financial_Risks,Compliance
2023-06-02,3,103,A2,M1,P3,146,18.97195039954972,460,121,54,17.75227631624019,1.3657253069561208,3.900881242481931,3.873440889956929,0.86741500529995,5225,No maintenance recorded,0.024741324661295368,Transportation strike affecting delivery,0.9787534119296694,0.9282296266747758,Compliant with ISO 14001
2023-06-03,1,102,A2,M2,P2,135,18.553516666760938,566,201,64,13.479064605742852,2.4244830877446715,1.0510659499464818,1.6416985644289421,0.7412932324356011,5152,Routine maintenance,0.012243711712351382,Transportation strike affecting delivery,0.9277500009426758,0.9011708957686058,Compliant with ISO 9001
2023-06-04,2,101,A1,M1,P1,97,11.918232496401505,303,226,46,5.963461179042998,1.9995404952632585,4.411425639119137,2.5348238278844955,0.8749640977959753,4910,Replaced faulty component,0.022254428279324265,Transportation strike affecting delivery,0.9416802282415774,0.978633657567614,Compliant with OHSAS 18001
2023-06-05,1,101,A2,M3,P1,82,16.0210858664352,570,206,79,10.796307613246096,2.6411845842707464,1.2379051144207596,2.2434894494472046,0.7849075017164551,4273,No maintenance recorded,0.040483706374078374,Transportation strike affecting delivery,0.9424413159210839,0.9662711976729222,Compliant with ISO 9001
2023-06-06,1,103,A3,M1,P3,84,8.306675452968523,426,105,32,15.676020271494828,3.9611858759765415,1.018313745858296,3.0745236679719867,0.7760080668566423,5466,Replaced faulty component,0.04968223943747759,Transportation strike affecting delivery,0.9128859772587827,0.9654759355349032,Compliant with ISO 9001
2023-06-07,3,101,A1,M2,P3,128,17.4007565719738,468,106,76,8.477468692371735,3.0307634659169063,3.127043273703861,1.9743253994393313,0.9324680423697533,4441,Routine maintenance,0.033722866165238924,Supplier A lead time increased,0.9180649416746935,0.9660398771208327,Compliant with ISO 9001
2023-06-08,1,103,A2,M2,P1,83,6.518972816106646,485,119,20,18.845213323982456,1.4645286805396576,3.574117453960192,1.9260752729162145,0.836335435545551,4772,No maintenance recorded,0.013407447268397425,Supplier A lead time increased,0.911935710197569,0.9236630267489949,Compliant with OHSAS 18001
2023-06-09,2,101,A1,M3,P1,119,15.188515401524057,373,140,35,19.648725551257577,4.267873534683828,2.3277236706137736,1.546378422626948,0.7369126593520972,5427,Routine maintenance,0.040807192998694085,Supplier A lead time increased,0.9168380856010075,0.9350933346418665,Compliant with OHSAS 18001
2023-06-10,2,102,A3,M1,P1,97,17.55332837840247,367,236,34,19.86706389305551,2.0828412066887405,2.7969188193820367,1.7991123829524125,0.7237491343256586,4208,Routine maintenance,0.017231395628856803,Supplier A lead time increased,0.9392570222185951,0.9785942482777756,Compliant with ISO 9001
2023-06-11,3,102,A3,M2,P2,57,19.286852868825044,590,100,39,12.992135867814376,2.3816006891002424,3.370701707562819,3.872177220230216,0.8180688116689921,4271,No maintenance recorded,0.04510118431187514,Transportation strike affecting delivery,0.9715694928688405,0.9202228877534484,Compliant with ISO 14001
2023-06-12,3,101,A3,M3,P3,62,8.832002138063316,412,237,35,14.755739324730047,3.405642641455045,4.783150960124632,3.366631460984784,0.7340254040662116,5177,Replaced faulty component,0.03807197201474458,Supplier A lead time increased,0.9365367468743724,0.9765832166514237,Compliant with ISO 14001
2023-06-13,1,101,A3,M1,P2,88,18.68800230793286,545,161,23,6.229741135803656,4.646809272826319,1.6976389093493336,1.7460091010712633,0.8731843003734918,4226,Routine maintenance,0.02755869517983582,Transportation strike affecting delivery,0.9014806321261537,0.9489996327621062,Compliant with ISO 9001
2023-06-14,1,102,A1,M1,P1,85,16.721511029585,471,243,68,7.283211749244048,4.261312596468554,4.6214501498411265,4.176406479621713,0.7859662941682739,5420,Replaced faulty component,0.048086300657245534,Supplier B bankruptcy risk,0.9136471025085338,0.9320528452551241,Compliant with OHSAS 18001
2023-06-15,1,103,A3,M1,P1,108,8.017891802170354,320,123,29,6.24759276958285,3.1386451518182015,1.76680300659502,4.693456692763349,0.8035421966705052,4607,Routine maintenance,0.0131899930951502,Supplier B bankruptcy risk,0.9727456728333859,0.9349689046492707,Compliant with OHSAS 18001
2023-06-16,2,101,A3,M3,P3,59,8.439519409136517,482,180,48,11.035271585888863,1.9448914825615957,1.0513204211977278,1.7305080793979974,0.8541214833253937,4358,Replaced faulty component,0.030372747723320603,Supplier B bankruptcy risk,0.9682293821110644,0.9583630781378252,Compliant with ISO 14001
2023-06-17,1,102,A1,M1,P1,142,8.896192254522976,343,205,71,9.657605839297549,4.854716047448518,1.2419632319876972,3.9561984201274742,0.8548282027740476,5171,Routine maintenance,0.025656536562652224,Supplier A lead time increased,0.9440723038288814,0.9275407658581502,Compliant with ISO 9001
2023-06-18,1,101,A1,M2,P2,79,5.68578917521063,528,221,64,13.996504125722762,1.4212184844333144,4.678345692126316,4.963225032507085,0.8614742369576824,5307,Replaced faulty component,0.019644104709653158,Supplier A lead time increased,0.9440177032790962,0.9292453331760742,Compliant with OHSAS 18001
2023-06-19,2,102,A1,M3,P3,53,18.07292398682351,324,171,33,15.651638524721154,1.0667540781056073,1.3986136892215102,3.7190533104496337,0.7836258777426365,4399,No maintenance recorded,0.036111892353176724,Supplier B bankruptcy risk,0.9241564131344475,0.9133879231810966,Compliant with ISO 9001
2023-06-20,1,101,A1,M3,P2,111,18.518298404758696,377,240,67,17.020717322916155,3.6179180675873917,2.4790634542310612,4.4361130335796854,0.8262051463424648,4749,Replaced faulty component,0.01843233505008222,Supplier A lead time increased,0.9571806939634961,0.9799189626031738,Compliant with ISO 9001
2023-06-21,3,102,A2,M2,P3,112,11.9823453402906,426,167,67,15.855493055620691,4.397890410216312,1.4384671430266378,1.387201329472131,0.7028311776142616,5120,Routine maintenance,0.04888234123696826,Transportation strike affecting delivery,0.923285035743898,0.9780313055555403,Compliant with ISO 9001
2023-06-22,1,103,A1,M1,P3,73,8.711213005561966,458,116,26,6.275219017582829,4.2972776804200805,4.438826388970078,1.6132842361361956,0.7233220811208517,4457,Routine maintenance,0.04020443374382975,Supplier B bankruptcy risk,0.9350824502308264,0.9660385826446961,Compliant with ISO 14001
2023-06-23,2,101,A1,M3,P2,123,18.946075892107572,365,230,47,17.23693154518925,3.1486902228299236,4.180316046878849,4.216782677301888,0.8819654565627405,4370,Replaced faulty component,0.04516480954703115,Supplier B bankruptcy risk,0.9188227910888905,0.9229946329697437,Compliant with ISO 9001
2023-06-24,3,103,A2,M3,P2,131,16.19902395563658,413,239,67,15.159848300741801,2.210643756914781,4.587254766265567,4.557678868470811,0.8579622236544157,4954,Routine maintenance,0.014329933148743219,Supplier A lead time increased,0.9153155493890482,0.9461178561982783,Compliant with ISO 14001
2023-06-25,1,103,A3,M2,P2,130,19.26137211057477,474,159,47,15.600722379589932,2.3558800428922413,3.4307932771526675,3.969743025132247,0.8922396615314372,4686,No maintenance recorded,0.01567046226681419,Supplier A lead time increased,0.9695887764620856,0.9049328252094595,Compliant with ISO 14001
2023-06-26,1,102,A1,M2,P3,117,6.737699864171097,300,204,42,16.360978388419845,2.9759034198570546,1.6396564048548523,4.541957943962975,0.8073200604966018,5480,Replaced faulty component,0.039857361510275954,Supplier A lead time increased,0.9762877027642161,0.9030622821504217,Compliant with ISO 9001
2023-06-27,2,102,A3,M1,P3,115,9.61065292344245,516,129,76,6.46764825207696,3.314714550764584,2.626018589221128,4.781586713649472,0.8227523458891031,4114,Routine maintenance,0.04715473649605322,Supplier A lead time increased,0.9785189495760892,0.9006414172979855,Compliant with OHSAS 18001
2023-06-28,3,102,A3,M1,P1,87,7.1667214352467985,379,189,45,16.856690060282496,4.456791954228768,1.134053858115847,4.781836542918436,0.8088219633658887,4997,No maintenance recorded,0.04700003122511874,Supplier B bankruptcy risk,0.9512515501293612,0.9693702060813563,Compliant with OHSAS 18001
2023-06-29,3,101,A1,M1,P2,144,19.102244388888426,573,145,78,16.757314054203814,1.0528510371861106,4.312281863271444,2.647943597279079,0.9109785914934221,5499,Routine maintenance,0.041821728995393805,Supplier B bankruptcy risk,0.9252518962132815,0.9362453406996707,Compliant with ISO 14001
2023-06-30,2,103,A3,M2,P3,84,7.616142865487891,368,236,76,17.09044014295607,2.4035283650418373,1.1387965839557799,1.1238455827535176,0.7483444604890329,4666,No maintenance recorded,0.024028401580513295,Supplier A lead time increased,0.9278846652960459,0.9247482104051026,Compliant with ISO 14001
2023-07-01,2,101,A1,M3,P1,55,5.214868892099011,477,149,70,14.052827629107332,3.5691140473372047,2.8199515970396907,2.5905098752480464,0.8153511290843272,4889,Routine maintenance,0.03222257961884559,Supplier B bankruptcy risk,0.9181270765313166,0.9724550535966711,Compliant with ISO 14001
2023-07-02,3,102,A2,M3,P3,55,9.911704782924822,418,204,55,19.230263412813766,1.8906660230528631,1.3922114262210452,3.547039252107996,0.8148421867516384,4792,No maintenance recorded,0.02917739350111257,Supplier B bankruptcy risk,0.9043275551637906,0.9273761451256936,Compliant with ISO 14001
2023-07-03,1,101,A3,M3,P2,128,17.173599327969665,469,154,50,12.423470133518975,1.0440040435545037,3.082996886483585,3.7346980396892193,0.7435786574069716,4952,Replaced faulty component,0.019874208756079002,Transportation strike affecting delivery,0.9049622852911022,0.9719359627664594,Compliant with OHSAS 18001
2023-07-04,3,101,A3,M1,P3,105,10.057660691696835,383,150,48,14.653482438558271,4.7725061416573595,1.07400861915312,2.547448985327065,0.7611791576411043,4206,Routine maintenance,0.026751257658955988,Supplier A lead time increased,0.943385359037935,0.9721504584082443,Compliant with OHSAS 18001
2023-07-05,2,102,A2,M1,P1,144,17.112274489769106,370,148,38,15.208980131433323,4.650470115175952,2.8197728598987464,3.169269631352418,0.809884238447915,5170,No maintenance recorded,0.026451138687815026,Supplier A lead time increased,0.967604094300183,0.9447638375539591,Compliant with ISO 9001
2023-07-06,1,102,A3,M1,P3,51,18.82657552331095,331,106,53,14.50384966535856,2.1206604395631032,1.2372847202309472,4.917268818672243,0.9444723676760823,4611,Routine maintenance,0.04944839528682111,Transportation strike affecting delivery,0.9376658910399407,0.9764016394431929,Compliant with OHSAS 18001
2023-07-07,3,101,A3,M3,P3,109,15.859506624761167,362,141,56,6.307757036999166,4.781296142427224,3.977509940881084,3.1688379616320126,0.8887628086661796,5343,Routine maintenance,0.026625679935291142,Supplier B bankruptcy risk,0.9688953615723525,0.9154861694254385,Compliant with ISO 9001
2023-07-08,3,101,A2,M3,P1,140,8.988654921625308,496,233,56,19.406497846194625,4.236764359244453,4.7271672917180805,2.3984517520993225,0.7892012884796172,4932,Replaced faulty component,0.01911601453038965,Supplier B bankruptcy risk,0.9576530868046864,0.9777097386710072,Compliant with OHSAS 18001
2023-07-09,3,101,A2,M1,P1,124,13.687982668864207,373,191,51,17.57998288549073,2.489309438959757,3.6635692588089075,4.122800868813638,0.8239655588403908,4346,Replaced faulty component,0.04677853646437128,Supplier A lead time increased,0.9343420335531033,0.908463098814688,Compliant with ISO 14001
2023-07-10,3,103,A1,M1,P1,122,12.356734834546074,407,190,70,16.586200099795757,2.873920526193127,1.2738235811710767,2.0540880403071395,0.7150183604913007,4812,No maintenance recorded,0.01460065544928367,Supplier B bankruptcy risk,0.9061547763394207,0.9295801894475946,Compliant with ISO 14001
2023-07-11,1,103,A3,M3,P2,94,19.38933258893619,452,238,34,14.47569535547029,1.2945023601258776,2.7941959071859648,1.4980051728115145,0.7721313882759635,4778,Routine maintenance,0.015669669305482397,Transportation strike affecting delivery,0.9111644192253764,0.9070950154707058,Compliant with ISO 14001
2023-07-12,1,102,A2,M1,P2,130,6.685608007471469,541,121,79,7.773307922305671,1.4004059594926526,3.828257343385096,1.1223399548639303,0.8431421933955818,4285,Replaced faulty component,0.031099264070133498,Transportation strike affecting delivery,0.9788837639882583,0.9565031010315195,Compliant with ISO 9001
2023-07-13,2,103,A3,M3,P1,84,12.362332234846887,365,238,27,11.97991243852531,4.3654901362627925,2.2605647277069845,4.704329828236171,0.8341154422172727,5235,No maintenance recorded,0.049852780263596054,Transportation strike affecting delivery,0.9377413579373518,0.9676035799450223,Compliant with OHSAS 18001
2023-07-14,1,101,A1,M3,P2,149,16.206753804439103,516,242,48,11.384729385190152,4.7898021484410584,2.6290527335850586,3.0065395900105116,0.8754148057102096,4901,Replaced faulty component,0.03910287963169786,Supplier A lead time increased,0.9672931372637978,0.9425682321671371,Compliant with ISO 9001
2023-07-15,3,102,A2,M1,P3,139,18.66131493670406,335,203,29,6.5669495931720006,2.750608373555347,3.780731531899204,4.250658690686766,0.9168461816739586,4721,Routine maintenance,0.026658327481423244,Supplier A lead time increased,0.9340546162709846,0.9450810079372725,Compliant with ISO 9001
2023-07-16,1,101,A2,M1,P2,66,7.054350259089912,582,151,59,6.869756623835086,3.7045281186110945,1.6948145478712284,3.61285039411624,0.9077652345756226,4965,No maintenance recorded,0.020467744049373043,Transportation strike affecting delivery,0.9493539128421257,0.9470014957119073,Compliant with OHSAS 18001
2023-07-17,1,103,A1,M1,P2,89,19.27382670053737,486,193,34,5.272265545827499,3.895538617760252,1.6665239736189705,3.562317297493081,0.8760089335926472,5463,Replaced faulty component,0.03938575846897547,Transportation strike affecting delivery,0.9384296376313725,0.9269161676547848,Compliant with ISO 14001
2023-07-18,3,102,A3,M1,P1,106,14.719879375623892,564,187,64,9.064657361358453,4.4645324097773305,2.044413749945626,3.3506487581245685,0.8286636088536198,4991,No maintenance recorded,0.044211279984148755,Supplier B bankruptcy risk,0.9316036231371586,0.943705503445941,Compliant with ISO 9001
2023-07-19,1,101,A1,M1,P1,116,11.411581307159855,392,215,70,15.928455294074803,4.468220062760397,4.4625166082959105,1.3694600487648239,0.807189564462238,4580,No maintenance recorded,0.04932265593593162,Supplier A lead time increased,0.9273553546480565,0.9484595133484802,Compliant with ISO 14001
2023-07-20,1,101,A3,M3,P2,122,12.293411431193075,543,143,43,15.783189849301799,4.725244644694328,1.0753946773386813,1.18130969854291,0.7860860933653193,4168,Routine maintenance,0.044182542230347344,Supplier A lead time increased,0.916373369831973,0.9315889231040684,Compliant with OHSAS 18001
2023-07-21,3,102,A2,M2,P3,58,12.983954476604001,407,217,57,18.058272319010808,3.301739031249426,1.3263077438811806,2.5647710080332384,0.8169693359151813,4412,Routine maintenance,0.039431419406556735,Supplier B bankruptcy risk,0.9202441942924078,0.9022912221863422,Compliant with ISO 9001
2023-07-22,3,102,A2,M3,P1,83,12.917808946196393,513,112,60,6.047374538285766,4.541537295891878,2.2854817057009433,2.6964073434435667,0.8063507070977438,4937,Replaced faulty component,0.04820359504321317,Transportation strike affecting delivery,0.9671454551168285,0.9158944147735745,Compliant with ISO 9001
2023-07-23,3,102,A1,M3,P1,133,17.224157874075026,454,158,59,7.162074673800478,1.3417076936459988,3.760189209587994,2.2696228238935503,0.9207865166343989,5007,Routine maintenance,0.04946654118527041,Transportation strike affecting delivery,0.9246650171976512,0.9409936632926914,Compliant with ISO 9001
2023-07-24,1,101,A2,M2,P3,77,19.89875202566612,457,226,67,12.974221629630172,1.6256033001443368,3.073218069551542,2.724036945131439,0.7223908555971504,5098,Routine maintenance,0.02064797144190457,Supplier A lead time increased,0.964914576109034,0.9666083558736596,Compliant with ISO 9001
2023-07-25,1,101,A3,M3,P1,64,18.363024010173866,350,140,68,16.832262839252444,1.8335933788918513,1.6022219792425427,2.2463552663088255,0.8823678274686904,4355,Routine maintenance,0.021817655762562303,Supplier A lead time increased,0.9126459151517609,0.9502014432955417,Compliant with OHSAS 18001
2023-07-26,2,101,A2,M2,P1,82,13.529720357538771,301,227,24,13.49787688242381,2.0415676204019286,2.4033658546968604,2.89498264114009,0.8727426360309831,4442,Replaced faulty component,0.03390882007589389,Supplier B bankruptcy risk,0.9248808962207054,0.9283958825261736,Compliant with OHSAS 18001
2023-07-27,1,103,A2,M1,P2,98,9.928548896437887,340,173,57,6.377723310432324,2.840319450944187,2.8244970631251083,2.1730226474793466,0.7041608668757782,5406,Routine maintenance,0.02155512617272292,Supplier A lead time increased,0.9188391737253004,0.9183843406177564,Compliant with OHSAS 18001
2023-07-28,2,101,A3,M3,P2,147,6.193171278952153,560,173,73,12.055336276564734,3.495139576350734,4.29876299572422,2.8599059334035917,0.8518070702366828,4339,Routine maintenance,0.01393449667797873,Supplier B bankruptcy risk,0.9283891462248876,0.936001605582927,Compliant with ISO 9001
2023-07-29,1,103,A3,M1,P3,65,14.506050753544374,304,191,27,11.989626538926318,3.3882918455231925,1.031129035285372,3.360408554532999,0.7103253864039032,4560,Replaced faulty component,0.041661910976077215,Transportation strike affecting delivery,0.9348211291503958,0.9630403909193377,Compliant with ISO 14001
2023-07-30,2,102,A1,M1,P3,79,18.6066022030069,554,171,46,19.479892863348397,1.463314832831141,1.449036916431329,4.079472216573112,0.8399661617355425,4883,No maintenance recorded,0.0395204751737949,Supplier A lead time increased,0.9481921045440953,0.9034172398392512,Compliant with ISO 14001
2023-07-31,1,102,A3,M1,P3,76,12.015087430304042,311,190,32,9.956069970393404,1.6550248883422474,3.8578803291461163,2.121871145903609,0.8544984882698825,5185,Routine maintenance,0.016905243976670762,Supplier B bankruptcy risk,0.9456588115928126,0.9523011775679847,Compliant with ISO 14001
2023-08-01,2,101,A1,M3,P2,68,18.595044926363585,394,108,74,7.048513798694023,4.199709608141884,2.330533873785998,3.5452677856044694,0.7214018321792751,5479,Replaced faulty component,0.024803423230813717,Supplier B bankruptcy risk,0.9346241379105696,0.972154385522769,Compliant with ISO 9001
2023-08-02,2,103,A2,M2,P2,126,14.563845959117087,517,195,49,12.573781448818687,2.8857243357425952,4.50820400899093,3.882454964167762,0.7290259314875079,4246,No maintenance recorded,0.023371857335340467,Transportation strike affecting delivery,0.9259991333328172,0.9115307228357156,Compliant with ISO 9001
2023-08-03,2,101,A3,M2,P3,67,12.161904599922199,544,244,71,18.280444276592497,4.93830298682583,4.983052984879644,4.143196305412574,0.7780351788614046,5317,Replaced faulty component,0.03368085955880896,Supplier A lead time increased,0.9396198042494658,0.9299247123501921,Compliant with ISO 9001
2023-08-04,2,102,A1,M3,P2,82,18.205278511062296,377,192,76,16.338517762226857,4.643883244616109,4.478116759940191,3.5436277946760897,0.8013979178808527,4588,No maintenance recorded,0.03507679553055594,Transportation strike affecting delivery,0.9251742816560337,0.9733772725602973,Compliant with ISO 9001
2023-08-05,3,102,A3,M1,P1,83,10.188370632205894,363,154,27,7.261722408834128,3.8482662758884216,2.0348064774679435,4.399887066503125,0.9102857248274301,4622,Routine maintenance,0.011643930185431804,Transportation strike affecting delivery,0.9698196281292311,0.9686549551206217,Compliant with ISO 14001
2023-08-06,1,103,A1,M3,P1,68,19.216341049666795,355,248,70,8.796034007170995,3.0701421225476233,2.8329867906660904,2.9930189704259362,0.7602078795895386,4648,Replaced faulty component,0.027977352193745877,Transportation strike affecting delivery,0.9056404949243019,0.9141828777550323,Compliant with ISO 14001
2023-08-07,2,101,A2,M2,P2,60,19.420656057532117,517,182,64,10.840357844456637,3.946641919139172,2.82950957558803,2.2266581358699047,0.7894411090128557,4154,No maintenance recorded,0.04129649827399961,Supplier B bankruptcy risk,0.9291016906046904,0.9512874893994353,Compliant with ISO 14001
2023-08-08,1,103,A1,M3,P1,59,15.932565556144858,467,111,50,15.482307119250132,4.32035187353873,1.9388709581212908,1.3702147271742349,0.7615966513035346,4739,Replaced faulty component,0.02896911112826596,Transportation strike affecting delivery,0.9387990905928304,0.9661767084494234,Compliant with OHSAS 18001
2023-08-09,2,101,A3,M1,P3,61,18.757543155876334,394,178,55,7.384028672021826,2.02159613480011,1.8080602859420707,2.5139702206922356,0.8544806969991596,4264,No maintenance recorded,0.0492720653835963,Transportation strike affecting delivery,0.9677576542942479,0.9792180171764303,Compliant with OHSAS 18001
2023-08-10,3,101,A3,M3,P2,67,5.2280407424580435,434,195,47,9.032335347561244,3.0083932296947777,3.731473529584753,1.1916007810624198,0.7729332845584518,4937,No maintenance recorded,0.04965731527426208,Supplier A lead time increased,0.9084257149347594,0.9155096888979666,Compliant with ISO 14001
2023-08-11,2,101,A3,M1,P3,64,15.123599854115923,372,169,76,6.595595569979862,2.6729894739816604,1.9043096728219915,3.3382131247959808,0.7017416719401387,5114,No maintenance recorded,0.04775761097058073,Supplier A lead time increased,0.9039256152642263,0.9186339036314969,Compliant with OHSAS 18001
2023-08-12,3,103,A3,M3,P3,118,12.428049835686897,514,144,32,17.965611491918256,2.929421140442658,1.8607050507974683,2.982037981472908,0.9448062024311035,5019,No maintenance recorded,0.020863519618459083,Supplier B bankruptcy risk,0.9010639610671235,0.9050768849114413,Compliant with ISO 9001
2023-08-13,1,101,A3,M1,P1,82,8.154713254018148,512,119,36,10.060271943003862,2.9860804045371747,4.422097062701953,4.0058949803760875,0.7909170269190499,4846,No maintenance recorded,0.01255794617484201,Supplier B bankruptcy risk,0.9084524543949368,0.9420883931062742,Compliant with OHSAS 18001
2023-08-14,2,101,A1,M1,P1,94,11.561346201697567,426,212,30,15.670431949741465,4.508374026233187,1.3653681745727209,4.177329206931942,0.737744983630594,5444,Replaced faulty component,0.034717124899038415,Transportation strike affecting delivery,0.9490568412739153,0.9455706493475373,Compliant with OHSAS 18001
2023-08-15,2,102,A1,M2,P3,124,7.099946435654923,536,182,47,5.452836584757078,3.30568641221739,1.8603939194286614,1.4974846296364337,0.8966879842439162,4225,No maintenance recorded,0.02760844013701446,Supplier A lead time increased,0.9000567630487224,0.926286453191072,Compliant with ISO 9001
2023-08-16,1,103,A1,M3,P1,140,13.001641940870531,561,174,41,11.17336885566581,2.36299289935685,1.4547656584881477,4.096851822840266,0.8742912283904506,4314,Routine maintenance,0.019359627201293864,Transportation strike affecting delivery,0.9296464485162959,0.9362812111026535,Compliant with ISO 14001
2023-08-17,2,102,A3,M2,P1,118,11.737002484254699,572,165,37,9.746228150019325,2.825375796141839,4.23467622330585,2.721016659047797,0.921093943671736,4552,No maintenance recorded,0.02718882569456694,Transportation strike affecting delivery,0.9627324277334346,0.9233497753084469,Compliant with OHSAS 18001
2023-08-18,2,101,A2,M1,P1,60,9.843633315979684,552,145,75,15.832119998937866,2.534407022284626,3.815533599096695,3.2028679993778053,0.842825197162045,4918,Replaced faulty component,0.029136233640110774,Transportation strike affecting delivery,0.9452403117045644,0.9213587228628477,Compliant with OHSAS 18001
2023-08-19,1,101,A3,M2,P3,90,11.210196814229342,482,149,33,16.38509345960692,4.458951686351966,1.5471476999396163,1.3466190379479328,0.7137203096445772,4484,No maintenance recorded,0.04413489131495007,Supplier B bankruptcy risk,0.9672924789011109,0.9025803776956717,Compliant with ISO 14001
2023-08-20,1,103,A1,M3,P2,95,6.3725285267564225,594,202,44,19.66927479791652,2.2255448383957237,1.2267623294030505,1.8967128111390452,0.9159516706854023,5467,Routine maintenance,0.04368801179216144,Supplier A lead time increased,0.9574686804483765,0.9098684750184871,Compliant with OHSAS 18001
2023-08-21,1,101,A1,M3,P2,110,16.78005043878703,522,215,73,7.901401281974399,1.6930462485351767,2.1074397107695675,2.520429093166562,0.7434641949061104,4085,No maintenance recorded,0.017818081728622998,Supplier A lead time increased,0.9022762028060635,0.9406414109017003,Compliant with ISO 14001
2023-08-22,2,103,A3,M2,P2,101,9.576401220663358,547,174,59,7.391406211237284,4.791927438937515,1.223157628003868,3.1786908767215327,0.8896705090236208,4179,Routine maintenance,0.03580585097813086,Transportation strike affecting delivery,0.9200389066860523,0.9228102863274713,Compliant with ISO 14001
2023-08-23,1,101,A1,M1,P1,103,14.524726655132543,513,249,46,13.33827712263672,3.5675506326030177,4.788309439000348,4.1913756838778005,0.7112932547704515,4624,Routine maintenance,0.04337433085468619,Supplier A lead time increased,0.9403834893867992,0.9157766768028622,Compliant with ISO 14001
2023-08-24,3,103,A2,M2,P3,144,6.516686195502222,388,194,61,12.174894834343611,1.4977462588656723,3.3859586863101017,1.8786215766440217,0.8405032619378893,4096,Replaced faulty component,0.02247088663119519,Supplier A lead time increased,0.9230279249427128,0.9266439449300079,Compliant with ISO 9001
2023-08-25,2,101,A2,M1,P2,50,18.18709329700704,588,144,41,12.481154208900483,1.194098569030695,4.739301190855439,1.7166644243882976,0.7312879334405638,4970,Replaced faulty component,0.03730120801467412,Supplier B bankruptcy risk,0.9516793142032338,0.9620321767594945,Compliant with ISO 9001
2023-08-26,1,103,A2,M2,P2,133,18.95171067061557,541,200,28,19.417316979818978,2.7100115840782335,4.516724730221741,1.1696660875977436,0.7692473328581279,5359,Routine maintenance,0.015198293122474178,Supplier A lead time increased,0.946410103767051,0.971820020565214,Compliant with ISO 9001
2023-08-27,3,103,A2,M3,P1,112,9.627352896898742,439,188,42,9.333630688575582,4.568309667216022,2.2911767569809323,3.7438231722369566,0.7395967804842887,4429,Routine maintenance,0.045832336636547226,Transportation strike affecting delivery,0.9740374541243617,0.9608687103121332,Compliant with ISO 14001
2023-08-28,3,102,A3,M1,P3,50,14.71626613432682,589,201,29,10.34247109717853,1.486534777164732,3.35021846684913,3.8549043250462245,0.7060984429441214,5285,Routine maintenance,0.040153140352141146,Transportation strike affecting delivery,0.9772068589901958,0.908196932671762,Compliant with OHSAS 18001
2023-08-29,2,103,A1,M1,P2,62,11.629314763296044,398,131,51,14.507640456704808,3.5797131984838373,3.044503060278256,3.392033145212023,0.7750219949187105,4393,Routine maintenance,0.04996811882100252,Supplier A lead time increased,0.9292533288130226,0.9364686003242033,Compliant with ISO 14001
2023-08-30,2,101,A2,M3,P2,109,11.954883536286815,518,249,49,13.74754629605154,4.829480849219641,2.3224854037555454,3.0887320220535925,0.9315142547396547,5360,Replaced faulty component,0.048617147913079375,Transportation strike affecting delivery,0.9374469449391344,0.9587914700689913,Compliant with ISO 14001
2023-08-31,2,103,A3,M1,P3,147,16.619941502508965,346,223,22,16.87147839029902,1.1444844388281115,2.9736518469604194,4.1581346457073645,0.8895745418133235,5280,No maintenance recorded,0.04336562958476004,Transportation strike affecting delivery,0.9421655140657971,0.9086976764757336,Compliant with ISO 14001
2023-09-01,3,101,A3,M2,P2,57,7.70048842379907,357,129,63,15.124333493231566,2.657036004332292,1.232792217744962,3.132950201303236,0.7116661791582488,4565,No maintenance recorded,0.04777420999417956,Supplier B bankruptcy risk,0.9224115609904437,0.9126346670658123,Compliant with ISO 9001
2023-09-02,1,101,A3,M1,P1,71,17.091781304605846,430,248,59,13.500100410957558,3.2344818462055507,1.3001270976517496,3.6322633906915356,0.8307348769842634,5030,Routine maintenance,0.019551392526781723,Supplier A lead time increased,0.9719641183156639,0.9257316907161367,Compliant with OHSAS 18001
2023-09-03,1,101,A2,M2,P1,130,9.86737065693995,542,150,25,13.253989389950984,4.284840981212381,3.1820252059725127,4.165760706836197,0.8715296612373631,4053,Routine maintenance,0.03206562071179419,Transportation strike affecting delivery,0.9765697745907322,0.9215335432097883,Compliant with OHSAS 18001
2023-09-04,1,102,A2,M1,P2,83,12.314014095765787,477,168,54,11.572187467893702,4.216515495109465,3.153990548165769,2.8249776315991495,0.7921478387824545,5333,No maintenance recorded,0.03210113494036836,Supplier A lead time increased,0.9224063810545954,0.9466181585710066,Compliant with ISO 14001
2023-09-05,3,102,A2,M1,P2,60,15.809069807864947,479,192,56,16.545931998316945,1.8588204662723173,4.15342181225809,2.4097553327868884,0.8272012871281702,5364,Replaced faulty component,0.04347429809324378,Supplier A lead time increased,0.9368424550790343,0.9760683847347132,Compliant with OHSAS 18001
2023-09-06,3,102,A3,M1,P1,91,8.479387369924524,395,217,70,16.073228634095916,1.4150471120823322,4.531046020535734,4.956373644159598,0.7327994843279089,4499,No maintenance recorded,0.02860609747214711,Transportation strike affecting delivery,0.9001638576273541,0.9070224213988993,Compliant with ISO 9001
